ticker,quarter,adverb_ratio_pr,adverb_ratio_qa,adverb_ratio_zscore_pr,adverb_ratio_zscore_qa,automated_readability_pr,automated_readability_qa,coleman_liau_pr,coleman_liau_qa,dale_chall_pr,dale_chall_qa,flesch_ease_pr,flesch_ease_qa,flesch_kincaid_pr,flesch_kincaid_qa,gunning_fog_pr,gunning_fog_qa,lm_complexity_pr,lm_complexity_qa,lm_constraining_pr,lm_constraining_qa,lm_litigious_pr,lm_litigious_qa,lm_litigious_zscore_pr,lm_litigious_zscore_qa,lm_modal_strong_pr,lm_modal_strong_qa,lm_modal_strong_zscore_pr,lm_modal_strong_zscore_qa,lm_modal_weak_pr,lm_modal_weak_qa,lm_modal_weak_zscore_pr,lm_modal_weak_zscore_qa,lm_negative_pr,lm_negative_qa,lm_net_sentiment_pr,lm_net_sentiment_qa,lm_net_sentiment_zscore_pr,lm_net_sentiment_zscore_qa,lm_polarity_pr,lm_polarity_qa,lm_positive_pr,lm_positive_qa,lm_subjectivity_pr,lm_subjectivity_qa,lm_subjectivity_zscore_pr,lm_subjectivity_zscore_qa,lm_uncertainty_pr,lm_uncertainty_qa,lm_uncertainty_zscore_pr,lm_uncertainty_zscore_qa,n_sentences_pr,n_sentences_qa,n_words_pr,n_words_qa,pronoun_plural_ratio_pr,pronoun_plural_ratio_qa,pronoun_plural_ratio_zscore_pr,pronoun_plural_ratio_zscore_qa,smog_index_pr,smog_index_qa,words_per_sentence_pr,words_per_sentence_qa,words_per_sentence_zscore_pr,words_per_sentence_zscore_qa,eps_beat,next_quarter_estimated,next_quarter_actual,id,timestamp,url,source_file,section
AAPL,2015-Q4,0.01301775147928994,0.01901062959934587,-0.0915934981218438,0.17678940917490882,11.44127439865079,8.9465651744039,10.637844036697249,7.904456255110386,10.666769058120778,8.673717011047652,51.823804693013415,67.64947432973277,10.79202653997379,8.392415790088467,12.528319387034983,10.406268328220387,0.0026627218934911242,0.0014309076042518397,0.0008875739644970414,0.0002044153720359771,0.000591715976331361,0.0002044153720359771,0.17732939500499972,-0.20823011185021514,0.0035502958579881655,0.005314799672935405,0.2205171164895017,-0.1672477449286557,0.0026627218934911242,0.004292722812755519,-0.7503277354465764,0.7795737614144961,0.0035502958579881655,0.007972199509403107,0.016568047337278107,0.002248569092395748,0.6919842177118086,-0.6772419426473683,0.6999999970425,0.12359550493861884,0.020118343195266272,0.010220768601798855,0.027810650887573965,0.02759607522485691,0.38317004581133823,-0.3554262956664936,0.0035502958579881655,0.00919869174161897,-0.21360187786978466,0.18360320084374018,193.0,274.0,3380.0,4892.0,0.8736842105263158,0.3786407766990291,0.8789160639211252,-0.8769650668997203,12.597884748603413,10.476445385275305,17.512953367875646,17.854014598540147,0.04818115568038911,-0.03861784488887044,1.0,0.81,0.82,79.0,2015-10-27 17:00,https://seekingalpha.com/article/3611256-apples-aapl-ceo-tim-cook-on-q4-2015-results-earnings-call-transcript,transcripts/AAPL/Apple's (AAPL) CEO Tim Cook on Q4 2015 Results - Earnings Call Transcript.txt,PR+QA
AAPL,2016-Q1,0.014547570555717195,0.013829787234042552,0.06835528423977966,-0.13368344531354934,11.351406067900605,8.101002532714222,10.804548038658329,7.94987288135593,10.649246202947388,8.708788559322034,50.227347483114244,67.19012711864409,10.781959102999526,7.862500000000001,12.817058679713805,9.874576271186442,0.002036659877800407,0.0010638297872340426,0.0008728542333430317,0.000425531914893617,0.0002909514111143439,0.000425531914893617,-0.2897410653816584,0.11494612484974011,0.004655222577829503,0.005957446808510639,-0.23465989156696573,0.7301321678397479,0.0023276112889147513,0.006382978723404255,-0.776397006436735,1.7503014682161215,0.007855688100087285,0.013617021276595745,0.01571137620017457,-0.0036170212765957444,0.5360050175301088,-1.8653373902475208,0.4999999984087963,-0.1531531525046668,0.023567064300261856,0.01,0.037241780622636014,0.0348936170212766,3.0,2.307919779190392,0.005528076811172534,0.010851063829787235,-0.36812074155907176,1.553324813470011,208.0,310.0,3437.0,4700.0,0.8863636363636364,0.3881401617250674,1.0867278865631393,-1.091731913057593,12.702493814064635,10.332215011188339,16.52403846153846,15.161290322580646,-0.21582802701267378,-1.5138085248298119,0.0,0.5,0.48,71.0,2016-01-26 17:00,https://seekingalpha.com/article/3836826-apples-aapl-ceo-tim-cook-on-q1-2016-results-earnings-call-transcript,transcripts/AAPL/Apple's (AAPL) CEO Tim Cook On Q1 2016 Results - Earnings Call Transcript.txt,PR+QA
AAPL,2016-Q2,0.009893256964332206,0.020076481835564052,-1.3983649544579988,1.8466272745460943,11.185616049451774,8.828380572793336,10.810424118548802,8.243895905089936,10.554173467627383,8.817747717752196,51.336495759752125,64.0868645468086,10.559223019694066,8.706591651927475,12.679862924434985,11.13411011470713,0.002343139807341838,0.0005736137667304016,0.0015620932048945586,0.0009560229445506692,0.0002603488674824265,0.0003824091778202677,-0.4103089065886808,0.0031023872278600436,0.005467326217130955,0.00497131931166348,0.34629891172310084,-0.054560292307327056,0.002082790939859412,0.006309751434034417,-0.9469701357646294,1.483015297207233,0.008851861494402499,0.008221797323135755,0.007810466024472796,-0.00019120458891013457,-0.288236490053512,-1.204690254760078,0.3061224477797793,-0.01176470580996544,0.016662327518875295,0.00803059273422562,0.029940119760479045,0.025430210325047806,-0.15851875301674653,-1.3783503139186029,0.004165581879718824,0.008795411089866157,-0.957017210121573,0.6775888767216206,241.0,341.0,3841.0,5230.0,0.8776371308016878,0.408983451536643,1.0279941531066326,-0.980001318492395,12.551120301380859,11.336766194364152,15.937759336099585,15.337243401759531,-0.599979602152309,-1.1707183467565678,1.0,0.35,0.36,23.0,2016-04-26 17:00,https://seekingalpha.com/article/3968300-apple-aapl-timothy-donald-cook-on-q2-2016-results-earnings-call-transcript,transcripts/AAPL/Apple (AAPL) Timothy Donald Cook on Q2 2016 Results - Earnings Call Transcript.txt,PR+QA
AAPL,2016-Q3,0.00726321905868681,0.017345546677061,-2.0012345897170487,0.7129548419584228,10.643813544099153,7.8752122543479395,10.703544882790169,7.990600624024964,10.768202542806417,8.826780224658528,52.42652207276342,68.15872609216295,10.104778369594658,7.648389199788177,12.20645782552436,9.775122968221481,0.0026147588611272515,0.0011693626973299552,0.0005810575246949448,0.0003897875657766517,0.0,0.00019489378288832586,-2.5219040811156623,-1.0366262049045674,0.006682161533991865,0.005067238355096472,2.2349582334193814,0.01077545462996547,0.002324230098779779,0.0033131943091015397,-0.818756458043151,-0.3303488468398494,0.0037768739105171413,0.007795751315533035,0.021208599651365484,0.0019489378288832593,1.4023852077634342,-0.6555627897934327,0.7373737348100602,0.11111111047765435,0.024985473561882625,0.009744689144416294,0.03399186519465427,0.024361722861040734,0.7670607851861848,-1.5487074669510708,0.005229517722254503,0.006626388618203079,-0.5254785444243432,-0.044728682739273676,232.0,359.0,3442.0,5131.0,0.8274111675126904,0.40860215053763443,0.7594220125759051,-0.8743521628445166,12.166065767727648,10.270469584420372,14.836206896551724,14.292479108635098,-1.1523379746481388,-1.6141018341749764,1.0,0.41,0.42,9.0,2016-07-26 17:00,https://seekingalpha.com/article/3991811-apple-aapl-q3-2016-results-earnings-call-transcript,transcripts/AAPL/Apple (AAPL) Q3 2016 Results - Earnings Call Transcript.txt,PR+QA
AAPL,2016-Q4,0.010540632437946278,0.015087719298245613,-0.8705714938633882,0.16234946412382545,10.802029482183933,7.499198839748523,10.722858087992059,7.309489813686227,10.662007846321062,8.603812144384076,52.87255600396958,69.29459004132764,10.176081584046123,7.62440983422708,11.93783204952507,9.707095938951966,0.0023801428085685142,0.0012280701754385965,0.0010200612036722204,0.0007017543859649122,0.0,0.00017543859649122806,-1.6601782182247533,-0.6687695036381321,0.003740224413464808,0.0043859649122807015,-1.5932110551800018,-0.8923938991472977,0.003060183611016661,0.005789473684210527,-0.36786884876271175,1.172473685200707,0.0023801428085685142,0.007017543859649123,0.021081264875892555,0.004210526315789473,1.4708013378114235,-0.3850670223591899,0.81578947052732,0.23076922950443782,0.023461407684461068,0.011228070175438596,0.030261815708942534,0.027368421052631577,0.0219812542349246,-0.592156963460747,0.004420265215912955,0.008947368421052631,-0.8895068563091075,0.844081799191837,191.0,403.0,2941.0,5700.0,0.8322147651006712,0.42596810933940776,0.7973840005137249,-0.8139748744304628,12.24906855257736,10.184801264862553,15.397905759162304,14.1439205955335,-0.41887316967412086,-1.4023372914881331,1.0,0.81,0.84,15.0,2016-10-25 17:00,https://seekingalpha.com/article/4014922-apple-aapl-q4-2016-results-earnings-call-transcript,transcripts/AAPL/Apple (AAPL) Q4 2016 Results - Earnings Call Transcript.txt,PR+QA
AAPL,2017-Q1,0.012309685779073534,0.01677500524218914,-0.3021354318894619,0.7657720035047678,10.32545211147621,7.573978645709296,10.734523430028691,7.7750313152400885,10.55310259335465,8.696559204539373,52.62155838750917,68.41436037953004,9.855627312332764,7.530902922755743,11.654555758412947,9.706787645201008,0.001943634596695821,0.001887188089746278,0.0016196954972465176,0.000838750262109457,0.0,0.001887188089746278,-1.3688951519930606,3.0,0.0045351473922902496,0.0044034388760746486,-0.6300975191141294,-0.7730060373116169,0.0025915127955944283,0.00545187670371147,-0.7206398791834674,0.7980715531202902,0.0035633300939423387,0.009226252883204026,0.02202785876255264,0.007129377227930384,1.3953672356895797,-0.14369383484857498,0.7555555529639999,0.2786885235007659,0.02559118885649498,0.01635563011113441,0.03271784904437966,0.03543719857412456,0.4921154441575501,1.0786344032913324,0.0035633300939423387,0.00796812749003984,-1.3341943171649628,0.47011108967940685,219.0,337.0,3087.0,4769.0,0.7485714285714286,0.42685851318944845,0.485064863820772,-0.8526387603975036,12.079253325248377,10.222266870305534,14.095890410958905,14.1513353115727,-1.393065939975594,-1.3233539929261429,1.0,0.51,0.53,1.0,2017-01-31 17:00,https://seekingalpha.com/article/4041266-apple-aapl-q1-2017-results-earnings-call-transcript,transcripts/AAPL/Apple (AAPL) Q1 2017 Results - Earnings Call Transcript.txt,PR+QA
AAPL,2017-Q2,0.01,0.019428571428571427,-0.8394952073354339,1.3222862641870134,10.557116876012316,7.741923966300025,10.675564446984858,7.856302712559838,10.438997923395902,8.508781751639946,53.16079171542276,68.8058298018012,9.94469615307878,7.568579404937857,11.940554983364521,9.727034501578059,0.0035294117647058825,0.0006857142857142857,0.0014705882352941176,0.0009142857142857143,0.0,0.0018285714285714285,-0.5739464282474172,2.3209535891204487,0.003235294117647059,0.003657142857142857,-1.8821070236124204,-1.407051418197948,0.003235294117647059,0.006171428571428572,-0.36978731980308377,1.353392031217797,0.002352941176470588,0.008457142857142858,0.023823529411764705,0.0020571428571428563,1.4167618207214348,-0.9247021363713018,0.8350515434647677,0.10843373436819564,0.026176470588235294,0.010514285714285714,0.03294117647058824,0.03245714285714286,0.7488758842581354,0.6281505078531547,0.004411764705882353,0.011657142857142857,-0.832919225396703,2.51467081704664,239.0,307.0,3400.0,4375.0,0.9057591623036649,0.4462809917355372,1.3081435860954045,-0.7918003189897952,12.119037181030127,10.104827379500886,14.225941422594142,14.250814332247558,-0.7706895243905756,-0.7357187141241484,1.0,0.39,0.42,3.0,2017-05-02 17:00,https://seekingalpha.com/article/4068153-apple-aapl-q2-2017-results-earnings-call-transcript,transcripts/AAPL/Apple (AAPL) Q2 2017 Results - Earnings Call Transcript.txt,PR+QA
AAPL,2017-Q3,0.010992275698158051,0.01711871943085816,-0.6170283646867382,0.8360402082021338,10.49297398552536,7.589401746925191,10.536435010177378,8.087536231884059,10.782367648362445,8.669360492069274,53.72844693365934,67.20282956389285,9.912586253624195,7.563106725388259,11.783805407419747,9.675530094815503,0.0032679738562091504,0.00022232103156958648,0.0014854426619132501,0.0013339261894175188,0.0,0.0015562472209871053,-0.6112873447148507,1.2512536949973327,0.0053475935828877,0.005335704757670075,0.8280005482850858,0.8168682166327276,0.0035650623885918,0.009115162294353045,-0.2760388348317918,3.0,0.0035650623885918,0.0082258781680747,0.0196078431372549,0.0031124944419742093,0.6745092363608666,-0.9931118031926638,0.7333333305906665,0.1590909082777375,0.023172905525846704,0.01133837261004891,0.032679738562091505,0.035349044019564256,0.4038301571632821,1.1284561215126916,0.0059417706476530005,0.014228546020453535,-0.23895924644713448,2.755821774656483,226.0,343.0,3366.0,4498.0,0.8641975308641975,0.43529411764705883,1.080084061529998,-0.8787861648466514,11.858489337398321,10.304358797554357,14.893805309734514,13.113702623906706,1.0261359458866222,-2.864497346682827,1.0,0.47,0.52,11.0,2017-08-01 17:00,https://seekingalpha.com/article/4093437-apple-aapl-q3-2017-results-earnings-call-transcript,transcripts/AAPL/Apple (AAPL) Q3 2017 Results - Earnings Call Transcript.txt,PR+QA
AAPL,2017-Q4,0.008846857840146431,0.016504443504020312,-1.4627624462197735,0.697669044430367,10.515530359176445,7.074090402924423,10.379578509943602,7.387549947423768,10.488232158152664,8.601819928850103,52.53175884111437,71.18912025708308,10.202372820009575,7.009857798480692,12.123358230202143,8.928388218992305,0.0024405125076266015,0.00042319085907744394,0.0009151921903599756,0.00042319085907744394,0.0006101281269066504,0.0,-0.07881816288033949,-0.7580194745609347,0.005796217205613179,0.005501481168006771,1.91653223082135,1.5312579900565184,0.001525320317266626,0.006771053745239103,-1.5245653914759767,0.8647492368044353,0.0021354484441732766,0.006771053745239103,0.018303843807199512,0.007829030892932711,0.5685587670563895,-0.529725930481066,0.810810807219138,0.36633663194920096,0.02043929225137279,0.014600084638171815,0.02654057352043929,0.03110452814219213,-2.2315625104895873,-0.4938396161671274,0.003355704697986577,0.00973338975878121,-1.1248528513160163,0.5487305889753328,215.0,367.0,3278.0,4726.0,0.7806451612903226,0.37464788732394366,0.6577955971147527,-1.183993237826431,12.523192558624274,9.64809368703397,15.246511627906976,12.877384196185286,1.455687195684988,-2.127955610890078,1.0,0.96,0.97,17.0,2017-11-02 17:00,https://seekingalpha.com/article/4119877-apple-aapl-q4-2017-results-earnings-call-transcript,transcripts/AAPL/Apple (AAPL) Q4 2017 Results - Earnings Call Transcript.txt,PR+QA
AAPL,2018-Q1,0.010475651189127973,0.02002730996813837,-0.8980270667000405,1.53790952481175,11.345244398009719,8.128422064933062,10.68416619876474,7.862290566903837,10.59367641311206,8.809854312668925,51.46597231950082,67.24912178121329,10.642198347968538,7.918232343561058,12.442589301735964,10.019165933015666,0.0028312570781426952,0.0004551661356395084,0.0014156285390713476,0.0006827492034592626,0.0011325028312570782,0.001137915339098771,0.4533448012660462,0.45952181558182337,0.005379388448471121,0.0061447428311333634,0.7046039264188642,1.530585401411872,0.0033975084937712344,0.005917159763313609,-0.5582887054708874,0.44232479141301984,0.0016987542468856172,0.007965407373691398,0.01868629671574179,0.0015930814747382796,0.6435294710330196,-1.2863245495391504,0.846153842322288,0.09090909039031876,0.020385050962627407,0.009558488848429678,0.028312570781426953,0.027765134274010013,-1.4673325684149694,-1.6636913301940697,0.005096262740656852,0.009103322712790168,-0.626939951072048,0.37344898088446243,208.0,278.0,3532.0,4394.0,0.7602040816326531,0.38242894056847543,0.6186836347017425,-1.0820840874695303,12.624788636450354,10.45729190045203,16.98076923076923,15.805755395683454,3.0,2.1299534189516285,1.0,0.67,0.68,73.0,2018-02-01 17:00,https://seekingalpha.com/article/4142447-apples-aapl-ceo-tim-cook-on-q1-2018-results-earnings-call-transcript,transcripts/AAPL/Apple's (AAPL) CEO Tim Cook On Q1 2018 Results - Earnings Call Transcript.txt,PR+QA
