ticker,fiscal_quarter,n_words_preparedremark,n_words_QA,n_sentences_preparedremark,n_sentences_QA,avg_words_per_sentence_preparedremark,avg_words_per_sentence_QA,pronoun_plural_ratio_preparedremark,pronoun_plural_ratio_QA,adverb_ratio_preparedremark,adverb_ratio_QA,ari_preparedremark,ari_QA,coleman_liau_preparedremark,coleman_liau_QA,dale_chall_preparedremark,dale_chall_QA,flesch_ease_preparedremark,flesch_ease_QA,flesch_kincaid_preparedremark,flesch_kincaid_QA,gunning_fog_preparedremark,gunning_fog_QA,smog_preparedremark,smog_QA,lm_positive_preparedremark,lm_positive_QA,lm_negative_preparedremark,lm_negative_QA,lm_uncertainty_preparedremark,lm_uncertainty_QA,lm_litigous_preparedremark,lm_litigous_QA,lm_superfluous_preparedremark,lm_superfluous_QA,lm_interesting_preparedremark,lm_interesting_QA,lm_modal_weak_preparedremark,lm_modal_weak_QA,lm_modal_moderate_preparedremark,lm_modal_moderate_QA,lm_modal_strong_preparedremark,lm_modal_strong_QA,lm_constraining_preparedremark,lm_constraining_QA,lm_complexity_preparedremark,lm_complexity_QA,lm_net_sentiment_preparedremark,lm_net_sentiment_QA,lm_polarity_preparedremark,lm_polarity_QA,lm_subjectivity_preparedremark,lm_subjectivity_QA,eps_beat,sentiment_divergence,qa_word_ratio,delta_net_sentiment,delta_complexity
BK,2015-Q1,4084.0,7839.0,222.0,479.0,18.3963963963964,16.36534446764092,0.7852564102564102,0.5278514588859416,0.0203232125367286,0.0200280648041842,12.894349844857253,8.990751873479937,12.19778978388998,8.785494390816595,11.109652285652512,9.165702863811935,41.81426185127046,61.71616781028284,12.267260648048056,8.864542076379095,14.964224814581554,11.344467352682456,14.07293344092805,11.419857120330963,0.0166503428011753,0.0121188927159076,0.0078354554358472,0.0085470085470085,0.0078354554358472,0.0105880852149508,0.0007345739471106,0.0016583747927031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004897159647404,0.0012756729174639,0.0041625857002938,0.0019135093761959,0.0088148873653281,0.003571884168899,0.0244857982370225,0.0206659012629161,0.0330558276199804,0.0329123612705702,1,0.0052430031964291,1.919441723800196,,
BK,2015-Q2,3650.0,6295.0,189.0,406.0,19.312169312169313,15.504926108374384,0.8514056224899599,0.5104669887278583,0.0191780821917808,0.0193804606830818,13.3223956163391,8.52566170774561,12.461881188118811,8.74799092676604,11.5507805699907,9.081278759903183,40.48933564903453,64.2280698546431,12.602395930200757,8.2122730038224,15.351090689179417,10.633668840186756,14.387672034416426,10.882112801485626,0.0208219178082191,0.0128673550436854,0.0065753424657534,0.0087370929308975,0.007945205479452,0.0117553613979348,0.001917808219178,0.0007942811755361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013698630136986,0.0015885623510722,0.0054794520547945,0.0017474185861795,0.0142465753424657,0.0041302621127879,0.0273972602739726,0.021604447974583,0.0372602739726027,0.034154090548054,1,0.010116313229677801,1.7246575342465753,,
BK,2015-Q3,3925.0,6047.0,227.0,364.0,17.290748898678412,16.61263736263736,0.8279569892473119,0.4816849816849817,0.0214012738853503,0.0183562096907557,13.134647484644638,8.973980748065152,12.851974522292997,8.586446948041033,11.54822204801568,9.119038662166924,38.69953824718277,62.42920148385572,12.54940047770701,8.858997784609535,15.435975012248898,11.307229212759356,14.381626274045171,11.290166106826971,0.0239490445859872,0.0119067306102199,0.0094267515923566,0.0094261617330907,0.0084076433121019,0.0102530180254671,0.0043312101910828,0.0029766826525549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017834394904458,0.0011575988093269,0.0035668789808917,0.0023151976186538,0.0145222929936305,0.0024805688771291,0.0333757961783439,0.0213328923433107,0.0461146496815286,0.0345625930213328,1,0.012041724116501399,1.5406369426751592,0.5412485930510283,0.12276609557665417
BK,2015-Q4,4360.0,5868.0,250.0,305.0,17.44,19.23934426229508,0.8098360655737705,0.5131348511383538,0.0204128440366972,0.0189161554192229,12.929376209457004,10.152282730363648,12.279324509356464,8.959532122905028,11.385747069751057,9.325782581268044,42.93594719626543,61.00121391211431,12.045234211727404,9.526033660155225,14.707345039916085,12.011216302350867,13.856773240637724,11.821933255044064,0.0169724770642201,0.0109066121336059,0.011697247706422,0.00920245398773,0.0071100917431192,0.0105657805044308,0.0041284403669724,0.0022154055896387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020642201834862,0.0008520790729379,0.003440366972477,0.002897068847989,0.0052752293577981,0.0017041581458759,0.0286697247706422,0.020109066121336,0.0399082568807339,0.0328902522154055,1,0.0035710712119222006,1.3458715596330275,-3.490471645260739,-1.0717369835626618
BK,2016-Q1,162.0,10617.0,13.0,706.0,12.461538461538462,15.038243626062323,1.0,0.6271870794078062,0.0061728395061728,0.0195912216256946,8.79439205955335,10.975502993734906,13.650306748466264,10.992982456140354,15.979818735252476,10.391430377080486,40.9980320906088,50.24968768507918,10.655828220858895,10.62564168611075,11.886550259556396,13.133935363540132,12.230961643895458,12.846962850035135,0.0061728395061728,0.0189319016671376,0.0,0.0112084392954695,0.0,0.007064142413111,0.0,0.0014128284826222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008476970895733,0.0061728395061728,0.0024489027032118,0.0061728395061728,0.007723462371668,0.0061728395061728,0.0301403409626071,0.0061728395061728,0.0386173118583404,1,-0.0015506228654951996,65.53703703703704,0.047017477466388014,-24.84097148313598
BK,2016-Q2,161.0,11957.0,12.0,837.0,13.416666666666666,14.285543608124254,1.0,0.5782493368700266,0.0124223602484472,0.0215773187254328,10.123582015810278,10.521251838323998,14.197530864197528,10.844093557375665,16.063269023569028,10.36354874273408,37.83126262626266,52.2612582223222,11.641290684624018,10.166980204513573,12.804489337822671,12.452277689692645,13.02386679866686,12.37946097225269,0.0062111801242236,0.0136321819854478,0.0,0.0086142008865099,0.0,0.009283265033035,0.0,0.0025926235677845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005854311282094,0.0062111801242236,0.0016726603663126,0.0062111801242236,0.0050179810989378,0.0062111801242236,0.0222463828719578,0.0062111801242236,0.0341222714727774,1,0.0011931990252858002,74.26708074534162,-0.6441747213558839,-1.0210543745430285
BK,2016-Q3,3835.0,7458.0,215.0,384.0,17.837209302325583,19.421875,0.8204225352112676,0.5278195488721804,0.0226857887874837,0.0189058728881737,13.254405266262673,10.061034204283406,13.009836065573776,8.690266684716391,11.728846471416906,8.938270005842032,38.16660421545669,62.24089243895008,12.638848959595144,9.484755517895652,15.024924852171884,12.00504267867601,14.1170553336275,11.546677998348976,0.0242503259452412,0.0164923572003218,0.0093872229465449,0.0083132207026012,0.0065189048239895,0.0063019576293912,0.0026075619295958,0.0012067578439259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013037809647979,0.0013408420488066,0.0046936114732724,0.0013408420488066,0.0148631029986962,0.0081791364977205,0.0336375488917861,0.024805577902923,0.0427640156453715,0.0323142933762402,0,0.0066839665009757,1.9447196870925685,2.9267351426347146,1.08665145838472
BK,2016-Q4,4024.0,5563.0,197.0,311.0,20.426395939086294,17.887459807073956,0.8162544169611308,0.5009633911368016,0.0243538767395626,0.0188747078914254,14.233884336468236,9.638203126711804,13.124837905236912,8.826018922852985,11.727266180403914,9.303417098936968,37.17925710335564,61.1677667504742,13.235203571382428,9.324822680958055,16.101404519788613,12.081787305368092,14.854064975587622,11.830243318582047,0.0208747514910536,0.0167175984181197,0.007455268389662,0.008987956138774,0.0064612326043737,0.0082689196476721,0.0029821073558648,0.0007190364911019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004970178926441,0.0001797591227754,0.0027335984095427,0.0017975912277548,0.0134194831013916,0.0077296422793456,0.0283300198807157,0.0257055545568937,0.0377733598409542,0.0346935106956678,0,0.005689840822046,1.382455268389662,1.2509258128493141,1.5738313346242954
BK,2017-Q1,4099.0,6476.0,208.0,328.0,19.70673076923077,19.74390243902439,0.8271186440677966,0.422037422037422,0.0209807270065869,0.0228536133415688,13.905866842548823,10.514018392279496,12.739941690962103,8.909650479430873,11.453902888947788,8.881191304309885,38.05527387578411,59.85854891319633,13.115669228730455,9.94579371043326,15.75927202049651,12.524787191647269,14.569009580592027,12.0620909828504,0.0217126128323981,0.0118900555898702,0.0065869724323005,0.009419394688079,0.0092705537936081,0.015750463248919,0.0034154671871188,0.002933909820877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014637716516223,0.002933909820877,0.0021956574774335,0.0023162445954292,0.0151256404000975,0.0024706609017912,0.0282995852646987,0.0213094502779493,0.0409856062454257,0.0399938233477455,1,0.0126549794983063,1.5798975359843865,0.05445635989523771,1.0376565739802022
BK,2017-Q2,4322.0,5239.0,228.0,276.0,18.95614035087719,18.981884057971016,0.7475083056478405,0.4553775743707093,0.0173530772790374,0.0185149837755296,13.118498309565574,10.287833774436436,12.0696190913263,8.856789183012758,11.122792699675356,9.03891228468296,42.95574679601589,60.69600385459114,12.280125567283669,9.772441461531866,14.84411979671273,12.33597119269176,13.971061448721148,11.888707488853516,0.0256825543729754,0.009925558312655,0.0067098565478944,0.0087803015842718,0.0053216103655714,0.0087803015842718,0.0025451180009254,0.0001908761213972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009254974548819,0.000954380606986,0.0034706154558074,0.0020996373353693,0.0189726978250809,0.0011452567283832,0.0323924109208699,0.0187058598969268,0.0402591392873669,0.0276770376025959,1,0.017827441096697698,1.2121702915316983,0.41393647064141187,0.14669366884503204
